tanggal,judul,narasi
9-Dec-17,"Soal Palestina, Jokowi Diduga Ambigu, Menipu Rakyat Dan Umat Muslim","SOAL PALESTINA, JOKOWI DIDUGA AMBIGU, MENIPU RAKYAT DAN UMAT MUSLIM
Oleh: Natalius Pigai
Duta Besar Amerika Serikat untuk Indonesia Joseph Donovan menyebut sikap AS yang mengakui Yerusalem sebagai ibu kota Israel sudah dikonsultasikan dengan Indonesia. Komunikasi itu dilakukan sebelum klaim ini diumumkan Presiden AS Donald Trump. Kami telah berkonsultasi dengan para teman, mitra, dan sekutu kami, termasuk Indonesia, sebelum Presiden Trump mengeluarkan keputusannya, "
4-Oct-17,Pesan Berantai Tentang Penyebab Penyakit Dalam Organ Tubuh,"MUDAH MUDAHAN BERMANFAAT.
 
 Harap diingat apa yg ditakuti oleh organ2 ini?"
8-Aug-16,"Sepi Dari Pemberitaan, Tiga Biksu Asal China Ditangkap Karena Edarkan Uang Palsu","Sepi Dari Pemberitaan, Tiga Biksu Asal China Ditangkap Karena Edarkan Uang Palsu"
29-Feb-20,Jangan Tinggalkan Barang Berharga Di Mobil,"Hati2 alat ini sdh bisa di beli di Malaysia dan Indonesia.
 Jangan taruh barang berharga dalam mobil. Pintu mobil bisa di buka dng alat ini."
10-Dec-19,Kemenpan-Rb Mengklarifikasi Soal Pembagian Nip Untuk Cpns Yang Beredar Melalui Pesan Berantai,"Kami tegaskan bahwa informasi tersebut tidak benar. Saat ini, proses seleksi CPNS dalam tahap verifikasi administrasi,"
6-Jul-18,"Viral Dua Anak Ditolak Daftar Smp Di Medan Karena Tak Miliki Kk, Pihak Sekolah Beri Tanggapan","VIRAL DUA ANAK DITOLAK DAFTAR SMP DI MEDAN KARENA TAK MILIKI KK, PIHAK SEKOLAH BERI TANGGAPAN"
28-Mar-18,Pria Yang Ada Dalam Video Telur Palsu Meminta Maaf,"Ternyata setelah di investigasikan kemarin Alhamdulillah saya sangat 
bersalah, karena ilmu saya sangat sedikit sekali dan telur yang beredar 
di masyarakat ini tentunya benar-benar asli, tidak ada yang palsu"
12-Mar-17,Penculikan Anak Yang Gunakan Foto Korban Perang Dan Video Pembantaian,Berikut Foto yg di ambil dari beberapa media pasar gelap di negara cina sana yang merupakan sumber pasar gelap organ tubuh yang menjadi incaran adalah anak-anak karena di nilai organ tubuh anak adalah yang paling segar dan sehat karena dalam masa pertumbuhan dan tidak tercerma seperti rokok dan bahan kimia lain sehingga harga jual menjadi sangat tinggi untuk organ tubuh anak-anak setelah organ tubuh di ambil mayat mereka akan menjadi sampah atau di beri makan hewan peliharaan seperti buaya atau makanan kebun binatang yang ada di negara cina sana.
22-Aug-16,Pbb Membantu Assad,Artikel tersebut mengklaim PBB membantu Bashar Assad menyerang rumah sakit dengan alat GPS yang tertanam dalam baju dokter dari PBB.
4-Apr-18,Klarifikasi Mahkamah Konstitusi Terkait Isu Anwar Usman Belum Laporkan Harta Kekayaannya,"Ketua MK Dr Anwar Usman SH MH telah menyerahkan LHKPN kepada Direktorat PP LHKPN KPK pada 10 Maret 2017. Sementara Wakil Ketua MK Prof Dr Aswanto juga telah menyerahkan LHKPN pada 6 Maret 2017, jelas Rubiyo."
1-Mar-18,"Klarifikasi Uin Sunan Kalijaga Dan Uii Terkait Status Dosen Taw, Pelaku Penyebaran Hoaks Anggota Mca","Klarifikasi UIN Sunan Kalijaga dan UII Terkait Status Dosen TAW, Pelaku Penyebaran Hoaks Anggota MCA"
14-Sep-17,Saya Baru Tau Kalau Shalat Ghaib Ada Sujudnya. Pake Madzhab Abu Janda Hahaha,Saya baru tau kalau shalat Ghaib ada sujudnya. Pake Madzhab Abu Janda hahaha
15-Jul-16,Film Pendek Berjudul Hoax,Film Pendek Berjudul Hoax
23-Apr-16,: Dibohongi Mie Instan,Dibohongi Mie Instan
1-Apr-19,Kode Qr Ke Tautan Hebatdikicom,Cek tangkapan layar.
24-Oct-18,Klarifikasi Kemendagri Dan Kpu Terkait 31 Juta Data Pemilih Yang Disebut Misterius Dan Tidak Bisa Dibuka,"Tidak ada yang diselundupkan atau ditambahkan. Jadi, Kemendagri mendukung KPU dengan menunjukkan bahwa ini sudah dianalisis, ada penduduk yang sudah merekam tapi belum masuk dalam DPT,"
26-Apr-18,Lurah Pabean Tak Mengenakan Atribut Pdip Di Rapat Kerja Cabang Iii,"Baju warna merah itu memang baju sehari-hari saya. Dan baju itu baju keluarga juga. Kebetulan hari itu juga saya habis merayakan ulang tahun dan kebetulan semua pakai baju merah semua. Ade saya juga semua pakai baju merah semua, ujar Dayat ditemui di Kantor Kecamatan Purwakarta, Senin (24/4)."
17-Mar-18,"Buat Video Yang Sudutkan Bank Bri, Pegawai Bawaslu Dki Minta Maaf","Buat Video yang Sudutkan Bank BRI, Pegawai Bawaslu DKI Minta Maaf"
4-Sep-18,Kader Gerindra Merasa Difitnah Dengan Poster Ajakan Deklarasi #2019Gantipresiden Di Bandar Lampung Yang Menjanjikan Imbalan,"Tindakan itu fitnah dan pencemaran nama baik klien kami, ujar Pengacara Rahmat Mirjani Djausal, Mendi Utama, Jumat (31/8)."
2-Jul-18,Kemenpan-Rb Tidak Terlibat Dalam Acara Seminar Nasional Pengadaan Tes Cpns 2018,Kementerian PANRB tidak pernah bekerja sama dengan pihak mana pun untuk menyelenggarakan seminar nasional
12-Dec-17,Alasan Kenapa Orang Pintar Bisa Kemakan Isu Hoax #Orangpintarkenahoax,Alasan Kenapa Orang Pintar Bisa Kemakan Isu Hoax #orangpintarkenahoax
16-May-18,Kemenpan-Rb Bantah Terbitkan Laporan Penetapan E - Formasi Untuk Pengangkatan Cpns 2016 - 2019,"KemenPAN-RB tidak pernah mengeluarkan surat itu. Belum ada penetapan formasi CPNS untuk honorer, apalagi payung hukumnya tidak ada"
1-Apr-18,Dokter Ini Aktif Sembuhkan Pasien Dari Kabar Hoax,Dokter ini Aktif Sembuhkan Pasien dari Kabar Hoax
1-Nov-17,Manusia Serigala Bayi Menipu Pengguna Media Sosial Di Seluruh Dunia,Manusia serigala bayi menipu pengguna media sosial di seluruh dunia
6-Sep-17,Foto Munas Partai Hanura Ada Ahok,Di foto ini pada acara Munas Partai Hanura beberapa hari yang lalu di Bali. Perhatikan di foto ini yang paling kiri pasti ada yang kenal? Hmmmm luar biasa.
11-Okt-18,Kepolisian Angkat Bicara Terkait Grup Gay Pelajar Di Garut,"Kapolres Garut, AKBP Budi Satria Wiguna : Jadi intinya informasi yang beredar di media sosial dan masyarakat adalah hoaks, demikian,"
28-Mar-18,Beberapa Tips Untuk Mengurangi Rasa Khawatir Menggunakan Facebook,"Tidak perlu menghapus akun Facebook, beberapa tips ini bisa mengurangi rasa khawatir menggunakannya []"
26-Feb-18,"Korban Penganiayaan Di Cicangri, Kabupaten Bandung Bukan Ustaz Atau Ulama","Innalillahi waina illaihi roziun,telah terjadi pembacokan oleh org tak di kenal dan tak beradab terhadap UST USEP kampung cicangri korban sekarang di rawat insentif di RS,kepada kaum muslimin walmuslimat khususnya pemuda pemudi yg cinta ulama mari kita jaga ulama kita dari kezhaliman orang orang biadab Allohu Akbar .3x"
12-Jan-18,: Wortel Dari Cina Yang Bisa Membuat Bodoh Anak,Wortel Dari Cina Yang Bisa Membuat Bodoh Anak
30-Nov-17,Dana Haji Melayang,Gara kasus Rina Nose Pesek. Dana Haji Melayang ga ada yg tau!
19-Sep-17,: Ribuan Etnis China Singapura Turun Ke Jalan Menentang Terpilihnya Presiden Muslimah,PECAHHH! Ribuan Etnis China Singapura Turun ke Jalan Menentang Terpilihnya Presiden Muslimah
29-Nov-16,Fatwa Solat Jumat Dijalanan,"Terkait fatwa PBNU tentang tidak sahnya shalat Jumat di jalanan, GNPF sudah mendatangi pihak PBNU dan mengklarifikasinya. Maka dipetik hasil bahwa fatwa tersebut bukan dari Ormasi NU, tapi keluar dari personal PBNU yakni KH. Aqil Siraj.
 Sekjen MUI Pusat, KH. Tengku Zulkarnaen mengatakan dalam Forum Silaturahmi Ulama bahwa menurut madzhab Syafii shalat Jumat tidak disyaratkan harus di masjid. Berarti shalat jumat di jalanan hukumnya sah."
9-Aug-20,Metro Tv: Mafindo: Perlu Ada Kode Etik Bagi Influencer,"Beberapa waktu lalu ramai menjadi pembicaraan soal konten video yang dibuat musisi Anji bersama Hadi Pranoto yang mengklaim menemukan obat herbal covid-19. Meski Anji telah meminta maaf atas kegaduhan yang terjadi, namun yang menjadi sorotan yakni etika pembuat konten di media sosial. Masyarakat Anti Fitnah Indonesia (Mafindo) berpendapat bahwa perlu adanya kode etik sebagai pedoman bagi para influencer."
6-May-18,Ancaman Cina Bukan Lagi Fiksi,Ancaman Cina Bukan Lagi Fiksi
30-Jan-18,Produk Toyota Segera Resmi Hadir Di Indonesia?,"Produk TOYOTA.
 Segera resmi hadir di INDONESIA?
 Harga 35-37 jutaan?
 www.rumahsunatmodern.com"
20-Jan-18,Tim Putri Indo Vs Tim Putri Rusia,"Tim Putri Indo vs Tim putri Rusia.
Kalo kurang setuju, Silakan dikomen."
18-Jan-18,Bahaya Memakan Kepala Ikan Karena Mengandung Racun Ciguatoksin,Bahaya Memakan Kepala Ikan Karena Mengandung Racun Ciguatoksin
5-Aug-20,Kompas: Infodemi Membuat Publik Abai Dengan Bahaya Covid-19,"Lebih dari 40 persen hoaks menyasar isu pencegahan dan pengobatan Covid-19. Jadi, kita perlu hati-hati jika ada klaim penemuan obat atau pencegahan Covid-19,"
31-May-18,Kpk Bantah Keluarkan Surat Edaran Terhadap Universitas Sam Ratulangi,Surat itu bukan berasal dari KPK. Kami pastikan surat itu palsu
24-Mar-18,2 Petani Di Rokan Hilir Tewas Tersambar Petir Saat Berteduh Di Pohon Sawit,"Innalillahiwainnailahirojiun .
 Korban kesambar petir sore ini. Semoga ditempatkan disisiNya, amin  semoga kelurga yg ditinggalkan diberi ketabahan .
 
 Buat pelajaran juga, jangan main hp pas lagi hujan + petir baik diluar atau dalam rumah .
 Lokasi : Riau, kab. Rokan HIlir, Kec. Bangko pusako, kel. Bangko kiri ."
15-Nov-17,"Indonesia Dijajah Belanda Selama 350 Tahun, Benarkah?",Apa benar dulu Indonesia dijajah Belanda selama 350 tahun? Wassalam
15-Jul-16,"Akhirnya 3 Bank Besar Indonesia Berhutang Besar Ke Cina, Apa Selanjutnya ?","Penguasaan sektor finansiil oleh Cina semakin jelas. Ini dampaknya Indonesia semakin terjajah secara ekonomi oleh Cina. Karena 3 Bank BUMN yaitu PT Bank Mandiri Tbk, PT Bank Rakyat Indonesia (BRI) Tbk, dan PT Bank Negara Indonesia (BNI) Tbk pinjam ke Cina Development Bank (CDB)."
21-Mar-20,Perkembangan Chloroquine Untuk Obat Covid-19,"Chloroquine, belum ada bukti bahwa itu adalah obat yang efektif saat ini"
18-Agu-18,Bmkg Menilai Pemberitaan Aljazeera Yang Mengatakan Polusi Udara Di Jakarta Tidak Sehat Jelang Asian Games Adalah Berlebihan,"Data dari pengukuran satu lokasi saja seharusnya tidak bisa digunakan mengeneralisir kondisi mutu udara seluruh Jakarta, kata Kepala BMKG, Dwikorita Karnawati, Sabtu (18/8)."
31-Jul-18,"Rs Wates Pasang Spanduk, Umumkan Bpjs Menunggak Belasan Miliar","Rumah Sakit Umum Daerah (RSUD) Wates di Kulon Progo, Daerah Istimewa Yogyakarta (DIY), menjerit lantaran klaim layanan kesehatan senilai Rp 13,4 miliar masih menggantung di BPJS Kesehatan."
1-Nov-17,Manajer Kampanye Ditahan | Facebook Dan Twitter Tak Mengira Dampak Luas Manipulasi Konten,"WASHINGTON, SENIN  Paul Manafort, mantan manajer kampanye Presiden Amerika Serikat Donald Trump, dijadikan tersangka dengan 12 dakwaan. Manafort dikenai tahanan rumah bersama wakilnya, Rick Gates. Tersangka lain, George Papadopoulos, mengaku bersalah. "
28-Feb-18,"Tolak Gugatan, Hakim Tegaskan Nonpribumi Tak Boleh Punya Tanah Di Yogya","Tolak Gugatan, Hakim Tegaskan Nonpribumi Tak Boleh Punya Tanah di Yogya"
17-Nov-17,Micin Bikin Bodoh,Micin bikin bodoh? Mitos kali.
14-Apr-17,: Kapolda Dki Sebut Penyebab Penyerangan Novel Baswedan Karena Bisnis Hijab Online Sang Istri,Kapolda DKI Sebut Penyebab Penyerangan Novel Baswedan Karena Bisnis Hijab Online Sang Istri
15-May-20,Perkembangan Informasi Empat Ton Telur Bansos Pemprov Jabar Membusuk Di Gudang Penyimpanan Bulog Garut,"Memang kendalanya adalah lambatnya pendistribusian, ada komoditi yang sudah membusuk, seperti telur. Dari 4 ton kini kondisi yang busuk hanya 1,2 ton. Barang yang sudah tidak layak sudah dilakukan pergantian kembali, ucapnya."
10-Okt-18,Sekte Kristen Meniru Islam,Kristen Ortodoks Syiria
03-Okt-18,Pt Aheb Nyatakan Torpedo Tak Mengandung Zat Benzo Yang Sebabkan 56 Pelajar Smp 18 Pekanbaru Menyayat Tangannya,Produk kami sangat aman dan dipastikan tidak
25-Jun-18,Foto Wanita Iran Yang Menonton Piala Dunia Tanpa Hijab Menjadi Viral,Sebuah foto penggemar yang tampaknya biasa di Piala Dunia akan menjadi viral  dan melihat lebih dekat pada gambar menunjukkan alasannya.
4-Mar-18,Polisi Bantah Akun @Cak_Luth Milik Tersangka Muslim Cyber Army,"Irwan menerangkan bahwa seluruh akun milik Lutfi yang diduga digunakan untuk penyebaran berita bohong (hoax) maupun konten berisikan ujaran kebencian telah disita seluruhnya oleh penyidik. Dari yang berhasil diamankan tidak ada akun atas nama @Cak_Luth. Semua akun Lutfi kita sudah sita, berarti ada orang mengatasnamakan Lutfi berarti  imbuh Irwan."
7-Feb-17,Teori Flat Earth Bukanlah Hoax,"Teori Bumi Datar/Flat Earth (FE) bukanlah hoax. Ia adalah bagian pengetahuan manusia di zaman dahulu, ketika perkembangan ilmu dan instrumen masih sangat terbatas untuk memahami fenomena alam yang ada. Seiring dengan perkembangan waktu, budaya dan pengetahuan manusia, mulailah ditemukan bukti empiris bahwa bumi itu bulat lonjong, dan bukti secara langsung telah didapatkan ketika manusia sudah berhasil melihat bumi dari luar angkasa"
21-Jan-17,Bentrokan Warga Dan Pt Sindoka,Tolong Pak Jokowi Kenapa petani ini disiksa seperti ini Apakah polisi di dibayar dengan PT sadoka sampai-sampai dia disiksa seperti ini Tolong sebarkan ini Biar mata masyarakat melihatnya Bagaimana perlakuan polisi terhadap petani
6-Jan-17,: Petani Lombok Temukan Pupuk Berlogo Palu Arit,"Petani Lombok Tengah geger sekaligus resah dengan beredarnya pupuk berlogo mirip palu dan arit atau diduga mirip dengan lambang PKI. Sekretaris Daerah (Sekda) Lombok Tengah H Muhammad Nursiah mengatakan, akan segera mengusut tuntas dari mana pupuk tersebut bisa masuk di daerah Tatas Tuhu Trasna"
12-Apr-16,"Jakarta Berduka, Jokowi Dan Ahok Harus Bertanggungjawab","Jakarta berduka, Jokowi dan Ahok harus bertanggung jawab!"
26-Nov-18,"Klarifikasi Polri Terkait Isu Jenderal Tito Ke Mekkah, Arab Saudi","Hoaks. Sumbernya nggak jelas. Jangan mudah terpancing sama info-info yang tidak jelas sumbernya,"
25-Jun-18,Sms Yang Bertuliskan Coblos Khofifah-Emil For Amien Rais Presiden 2019!,Demi Amien Rais presiden 2019 coblos Khofifah-Emil
29-Nov-17,Garam Dan Air Ludah Untuk Memecahkan Kaca Mobil,"Just info :
garam dan air ludah dapat menjebol kaca mobil dengan mudah,Jenis garam yang digunakan adalah Al2O3/alumina
Sejenis garam/mineral pada material keramik non silikat, punya tingkat kekerasan 1 level dibawah intan mineral terkeras, (alumina 9, intan 10 skala Mohs) sehingga bisa merontokan kaca mobil tanpa suara.
Air liurnya digunakan utk melengketkan alumina tersebut.
Kesimpulannya: jangan pernah menaruh barang berharga di dalam mobil. Dalam keadaan apapun
Dapat dari lapak sebelah biar tau kejahatan pecah kaca mobil itu seperti apa, waspadalah!"
16-Mar-20,Perubahan Status Positif Corona Pegawai Telkom Yang Meninggal Di Rs Cianjur,"Pemeriksaan menjadi positif nggak bisa sekali periksa langsung positif. Beberapa kasus PDP (pasien dalam pengawasan), kita memeriksa 2 hingga 3 kali baru ketahuan dan positif COVID-19"
3-Sep-18,Transjakarta Bantah Kini Pns Dki Jakarta Mesti Bayar,"Tidak ada perubahan, masih gratis, ujar Kepala Humas PT Transportasi Jakarta, Wibowo, Kamis (30/8)."
9-Jul-18,Kemenhub Beri Klarifikasi Atas Kabar Yang Menyebutkan Ada 2 Pegawai Ditahan Usai Kebakaran Di Gedung Kemenhub,Hanya prosedur terkait dengan kepolisian itu yang terjadi. Jadi dua kawan ini dimintai keterangan
26-Jun-18,"Mantan Ketua Dpd Gerindra Kaltim, Bantah Pernah Buat Materi Kampanye Ingat Burungnya","Itu biasa. Kampanye-kampanye kan biasa, itu kan bahasa-bahasa kecebong itu,"
12-Jul-16,: Kaos Kaki Jokowi,"Lagi-lagi terbukti, Shalat di Padang cuma pencitraan. Bahkan shaf sengaja dimundurkan agar wartawan mudah memotret adegan shalatnya."
7-Sep-18,Isu Penculikan Disertai Pemerkosaan Terhadap Remaja Di Balikpapan Tidak Terbukti,"Kapolres Balikpapan AKBP, Wiwin Firta : Hasil visum et repertum negatif. Yang bersangkutan (Mekar) bukan korban penculikan atau kekerasan seksual seperti yang selama ini beredar di media sosial,"
26-Mar-18,Kpk Tidak Pinjam Uang Rp. 5 Miliar Ke Probosutedjo,"Lihat dari amar putusan itu uang untuk negara. Jadi enggak ada uang Rp 5 miliar itu ke KPK, kata Wakil Ketua Komisi Pemberantasan Korupsi (KPK) Laode Muhammad Syarif,"
15-Mar-18,"Heboh Gas Murah Di Aljazair, Kementerian Esdm Berikan Klarifikasi","HEBOH GAS MURAH DI ALJAZAIR, KEMENTERIAN ESDM BERIKAN KLARIFIKASI"
31-Dec-17,Warga Ngamuk Ancam Hancurkan Balaikota Jika Anies Tidak Hentikan Kebijakan Baru Ditanah Abang,"Warga Ngamuk Ancam Hancurkan Balaikota Jika Anies Tidak Hentikan Kebijakan Baru Ditanah Abang
Pertama di Indonesia Seorang Pejabat Daerah Gubernur DKI
JAKARTA IBUKOTA REPUBLIK INDONESIA di Gablak Goblokin Secara Vulgar terutama di Dunia Maya, Sosmed itu Kejam ya Seperti JKT58 tidak kalah kejamnya di Dumay maupun di dunia nyata membantai Pendukung lain yang gak sesuai dengan kemauannya Pendukung Anies yang ada selalu hanya sumpah serapah. doa-doa yang buruk.Pilih Seiman Surga tidak pilih Anis Ahli Neraka. Mungkin ini Alam sedang Bicara dan menjawabnya ! Pak Anies Tidak lagi Bersombong Ria dan Merasa Paling Hebat.
World News Makers"
3-Nov-17,Saracen Mungkin Telah Ditutup Tapi Indonesia Masih Perlu Rencana Untuk Menurunkan Generator Berita Palsu Lainnya.,Saracen may have been shut down but Indonesia still needs a plan to take down other fake news generators
2-Jul-17,": Kiddle, Mesin Pencarian Oleh Google Untuk Anak-Anak Yang Mendukung Lgbt","Kiddle, Mesin Pencarian Oleh Google Untuk Anak-Anak yang Mendukung LGBT"
3-Mar-17,Polisi Tangkap Perekayasa Chat Hoax Kapolri Dan Kapolda Jabar,Polisi Tangkap Perekayasa Chat Hoax Kapolri dan Kapolda Jabar
4-Aug-20,Radio Elshinta: Kasus Prank Daging Kurban Isi Sampah,"Bersama Aribowo Sasmito, Co-Founder & Ketua Komite Pemeriksa Fakta MAFINDO"
03-Okt-18,Tim Kampanye Jokowi-Maruf Laporkan Akun Facebook Ke Polisi,"""masak orang seperti ini pantas sebagai presiden"""
23-Agu-18,Bmkg: Informasi Lipi Soal Gempa Jawa Dipelintir,"Lempeng Jawa Terus Bergerak, LIPI Ingatkan Potensi Gempa"
13-Mar-17,Permen Dot Narkoba,Permen Dot Narkoba
24-Jan-17,Buku Berkonten Sekolah Komunisme,"Konten itu muncul dalam buku kisi-kisi untuk mata pelajaran Bahasa Inggris pada halaman 16 dengan judul New Mentor: Rahasia Cerdas Membedah Kisi-kisi UN Bahasa Inggris SMA/MA 2016 dengan tebal 170 halaman. Dalam latihan soal, dimuat teks berjudul Announcing The Robert S. Kenny Prize dengan gambar palu arit"
9-Jan-17,Surat Terbuka Km Itb,"Beredar surat terbuka dengan judul Pemerintah: Berhenti Serampangan Kelola negara! mengatasnamakan Keluarga Mahasiswa ITB. Surat tersebut mengkritisi kebijakan Presiden Republik Indonesia Joko Widodo. Ada lima poin yang dikritisi dalam surat terbuka tersebut, yakni mengenai kenaikan bahan bakar minyak (BBM), mengenai pencabutan subsidi listrik 900VA, mengenai masa depan hilirisasi minerbapaska rencana perubahan keempat PP 23/2010, mengenai kenaikan harga STNK, TNBK, dan BPKB, dan terakhir mengenai kerukunan nasional dan konflik horisontal di masyarakat."
27-Nov-16,Santunan Duta Besar China Kepada Pbnu,DUBES CHINA BAWA DUIT
14-Mar-20,Malware Azorult Di Aplikasi Palsu Peta Sebaran Covid-19,"malware tertanam di dalam file yang diberi nama Corona-virus-Map.com.exe. File ini merupakan jenis Win32 EXE dengan ukuran payload 3,26MB."
8-Apr-17,Kiat Untuk Mengenali Berita Palsu,"Jangan langsung percaya dengan judul. Kabar berita palsu sering kali memiliki judul yang menarik yang ditulis dalam huruf besar dan dengan tanda seru. Jika klaim mengejutkan dalam judul kelihatannya tidak dapat dipercaya, maka kemungkinannya memang begitu."
31-Jan-17,: Waspadai Buah Naga Oplosan,"Mengkonsumsi Buah Naga perlu kejelian dalam memilih buah yang aman dikonsumsi, karena sudah banyak beredar buah naga yang diberi hormon oplosan dalam proses membesarkan buah"
29-Nov-16,Satgas Saber Pungli Memasukkan Infaq Sebagai Pungli,"Ketua Baznas: Kalau Infaq Masih Dikategorikan Pungli, Langkahi Mayatku"
