ID,tanggal,judul,narasi,label
3473,12-Mar-18,"VIRAL VIDEO NUSA PENIDA DIPENUHI SAMPAH PLASTIK, PENELITI BIDANG OSEANOGRAFI BERI KLARIFIKASI","Peneliti Madya Bidang Oseanografi, Dr Widodo Pranowo : “Kondisi permukaan laut adalah sangat dinamis. Arus senantiasa bergerak dalam hitungan detik. Faktor posisi geografis, kelerengan pantai, kondisi angin yang berhembus dan karakteristik pasang surut, sangatlah menentukan karakteristik arus di suatu perairan,",0
3474,21-Feb-18,Kwarda Pramuka Jawa Barat Tidak Membuat Video Sosialisasi Tata Cara Pencoblosan,"Pada video tersebut terdapat narasi pada bagian keterangannya. Berikut narasinya:
 Sampurasun.
 Dina Lebet Video Ieu Aya Panjelasan Perkawis Tata Cara Pencoblosan Pilgub Jabar, Mugi-mugi Taisa Janten Elmu Anu Manfaat Kanggo Urang Sadayana.
 “Tong Hilap Coblos Nomor 2, Salam✌Jari”",1
3475,9-Feb-18,KEMENDIKBUD AKAN MENGANGKAT ALMARHUM GURU BUDI MENJADI CPNS UNTUK MENDAPATKAN HAK PENSIUN,"Kemendikbud akan mengangkat almarhum guru Ahmad Budi Cahyono menjadi CPNS dan mendapatkan hak pensiun. Kemendikbud akan juga akan mengangkat orang tua almarhum, Satuman, yang tercatat sebagai guru honorer sebagai Pegawai Negeri Sipil (PNS).",1
3476,1-Jan-18,Klarifikasi Tulisan Perjuangan Moral: Jokowi," KLARIFIKASI
TULISAN ” PERJUANGAN MORAL: JOKOWI.”
Ketika saya posting tulisan Perjuangan Moral : Jokowi, salah satu sahabat saya yang dapat share dari WAG mengatakan bahwa tulisan saya menggetarkan lawan politik Jokowi. Tulisan itu beredar luas lewat WAG dari kalangan pejabat , politisi, kampus dan aktifis. Saya katakan bahwa tulisan saya hanyalah “narasi” atas dasar pidato JK di Gedung MPR...... ",1
3477,15-Nov-17,"Tahun Lalu, Media Sosial Digunakan untuk Mempengaruhi Pemilu di Sedikitnya 18 Negara","Tahun Lalu, Media Sosial Digunakan untuk Mempengaruhi Pemilu di Sedikitnya 18 Negara

",0
3478,7-Nov-17,KAPOLRI LARANG PENUTUPAN ALEXIS,Keras!! Tito Karnavian: Jika Ada Yang Berani Menutup Alexis Maka Harus Berurusan Dengan Saya!!,1
3479,10-Oct-17,Brosur Anjuran Membayar Pajak oleh Ditjen Pajak Menggunakan Kutipan Ayat-ayat Injil dan Kartun Yesus,"PANIK karena gak punya duit ?
 Apakah sudah sebegitu bernafsunya
 pemerintah ingin menarik ‘uang segar’ dari rakyat guna membiayai mereka kerja dan kampanye (?).
 Tidak cukup dengan menggunakan Tax Amnesty, memaksa menggunakan e-Money dan e-Toll, lalu sekarang ….. Ditjen Pajak menerbitkan brosur/leaflet yang berisi anjuran untuk meningkatkan kesadaran membayar pajak dengan menggunakan kutipan ayat-ayat Injil dan gambar kartun Tuhan Jesus.
 Apa iya, harus bawa-bawa agama dalam urusan perpajakan. Ntar dibilang nyari duit koq bawa-bawa SARA, ….. marah lageeee ?!?
 O ya, …..
 menerbitkan leaflet dipajekin juga ya....",0
3480,3-Oct-17,: Cocoklogi PKI 1965 dengan PKI 2017,Cocoklogi PKI 1965 dengan PKI 2017,0
3481,27-Feb-17,PGI siap berkati jasad muslim pendukung ahok yang tidak diurus oleh muslim,PGI siap berkati jasad muslim pendukung ahok yang tidak diurus oleh muslim,1
3482,28-Jan-17,Gus Mus Nyatakan Ada Lima Golongan yang Benci FPI,"Yang benci FPI itu ada 5:
 1. Kafir jahat
 2. Munafiqun
 3. Bandar narkoba
 4. Pelacur & LGBT
 5. Preman tengik
 Rata2 pada doyan maksiat",1
3483,3-Nov-16,: Pencatutan Logo Kampus Dalam Poster Aksi Penjarakan Ahok,Pencatutan Logo Kampus Dalam Poster Aksi Penjarakan Ahok,1
3484,17-Jul-16,Tiang Pancang Proyek Infrastruktur Berisikan Narkoba,Di dalam besi-besi tiang pancang untuk pembangunan infrastruktur yg diimpor dari Cina diketahui dijadikan sarana untuk memasukkan narkotika dan obat-obat terlarang jenis sabu seberat 5 kilogram per tiangnya besinya. Tinggal dikalikan saja berapa tiang besi yg diimpor dari Cina itu (beserta pekerja-pekerjanya) yg dijadikan alat kirim narkoba tersebut.,0
3485,17-Aug-20,Presiden Joko Widodo Terlihat Memakai Pakaian Kaisar China,"Banyak yang kaget lihat foto ini, banyak juga yang memuja, emang hebat presidenku, out of the box, salah satu postingan.",1
3486,14-Jul-20,Polisi telah menangkap wanita Filipina berusia 29 tahun karena membunuh dan memakan manusia.,"Polisi telah menangkap seorang wanita Filipina berusia 29 tahun karena membunuh dan memakan manusia. Wanita ini telah membunuh dan memakan lebih dari 30 gadis dan banyak manusia lainnya termasuk suaminya dan menyimpan daging mereka di kulkas. Dia sudah lama menikmati makan daging manusia.Wanita kanibal ini mengatakan, bahwa ia mengatur banyak pihak untuk teman dan kerabatnya, yang telah ia masak dan menyajikan daging manusia, tanpa sepengetahuan mereka. Tamunya mengatakan bahwa makanannya sangat lezat.Wanita ini mengatakan bahwa ia telah memakan korban karena keinginan batinnya dan jika ia diberi kesempatan lain, ia akan mengulangi tindakan ini lagi tanpa gangguan.Bahkan di penjara, ia telah menyerang seorang penjaga wanita, menggigit tangan kanannya dan menelan salah satu jari tangannya",1
3487,4-Jul-20,Video rumah sakit terkenal di Brazil kosong padahal katanya ada 5000 orang yang positif corona,Video ini terjadi di Brazil. Sebuah rumah sakit terkenal disana diserbu oleh sekumpulan penduduk yang turut disertai oleh seorang ADUN untuk mengetahui benarkah ada 5000 orang yang positif corona disitu dan angka kematiannya dalam tempo 2 hari mencapai lebih 200 orang. Mereka mendapati rumah sakit kosong dan tidak ada seperti visual yang disiarkan dalam media. Katanya ini juga realiti yang sama bagi beberapa rumah sakit yang telah disiarkan dalam media. Konon skenario ini dilakukan dengan permintaan dari WHO yang akan membayar 8000 euro bagi tiap kematian yang didaftarkan sebagai akibat virus corona dan 5000 euro bagi tiap pesakit dan 300 euro bagi tiap pemeriksaan. Inilah sebab mengapa angkanya melonjak tinggi. Kesimpulan: ada rahasia antar bangsa dalam perkara ini. Bagaimana dengan Indonesia? Haruskah tinggal diam mengikuti permainan tingkat tinggi ini. Silahkan anda simpulkan,1
3488,27-Apr-20,"Karena Pandemi COVID-19, yang Seharusnya Dibebaskan Narapidana Pencuri Ayam, Bukan malah Terpidana Koruptor",MEREKA SUDAH AMAN didalem lapas BAPAK MENTRI Yang dibatasi itu pengunjung bukan mlah mngeluarkan terpidana korupsi yang JELAS JELAS sudah didalem lapas Kamar merekapun mewah.mewah enak .,1
3489,20-Apr-20,Binatang aneh sudah dua hari muncul di Pakanbaru. Badannya seperti Kelelawar tapi Berenang di Air,Apakah Ini? Binatang aneh sudah dua hari muncul di Pakanbaru. Badannya seperti Kelelawar tapi Berenang di Air.,1
3490,17-Apr-20,"Darurat Corona, Maruf Amin Himbau Mudik Lewat Tol Langit Saja","Darurat Corona, Ma’ruf Amin Himbau Mudik Lewat Tol Langit Saja",1
3491,4-Apr-20,Pembunuhan Massal Berkedok Corona,"Hindari Pembunuhan masal berkedok Virus Corona. #Viralkan!! #BebasRepost, selama tulisan dibawah dicantumkan. Intelijen dan TNI wajib baca!! #TeoriKonspirasi:",1
3492,17-Mar-20,"Pandemi Corona, Anies Baswedan : Universitas di Jakarta Diliburkan, Kecuali Universitas Pancasila","Pandemi Corona, Anies Baswedan : Universitas di Jakarta Diliburkan, Kecuali Universitas Pancasila",1
3493,27-Feb-20,Video karyawan yang sedang menyortir atau memasukkan masker tiga ply dengan merek solida,Peringatan semua orang masker solida jangan dibeli bekas orang pakai,1
3494,6-Jan-20,Video Rumah Hotman Paris Kebanjiran,"Rumah Om Hotman Paris
 wkwkwkwkwkwkwkkwkwkwkwkwkkwkwk",1
3495,15-Dec-19,This demon is blacklisted,"This demon is blacklisted!
 Min Aung Hlaing, commander of all the crimes in Myanmar must be brought to justice, lest he roam freely.
 The genocide against the Rohingya and war crimes against ethnic groups occurred under his orders ..
 look and remember this face, look",1
3496,7-Sep-19,Dangerous Worm in a Bell Pepper,Be careful with peppers … this worm is called Simla Mirch … a new worm which lives in wet areas of the body … It can cause pain and ultimately lead to death,1
3497,13-Apr-19,Gus Sholah Mendukung Prabowo,"TAAT KOMANDO ULAMA
COBLOS 02 PRABOWO SANDI
-INDONESIA ADIL MAKMUR-",1
3498,2-Apr-19,MODUS PERAMPOKAN ORANG TERGELETAK DI FATMAWATI,"Hti2 dijalan raya fatmawati arah puteran kolong sebrang ilandak town square, yang sedang berkendara melihat orang tergeletak Jangan di bantu, karena disana ada teman2nya sembunyi dikolong jembatan bawah tol, niat bantu tapi diri kita sendiri yang jadi korban penodongan/perampokan. Modus itu ada sekitaran diatas jam23 malam.mohon teruskan ke yg lainnya agar terhindar dari Hal buruk ini.",1
3499,24-Mar-19,surat kabar luar negeri memberitakan jokowi tukang ngibul,"Horeeee akhirnya….surat kabar luar negeri memberitakan “jokowi tukang ngibul” sadissss…😂😂😂
cebong berani komen kagak ya😆😃😉😉😉",1
3500,15-Dec-18,Foto Prabowo Berpakaian Pendeta,Haleluya…. mari kita bersholawat kepada Nabi… (Dasar kamprettt..!!!),1
3501,2-Nov-18,Ya robb jangan biarkan kecurangan terjadi Aamiin,Ya robb jangan biarkan kecurangan terjadi Aamiin,1
3502,23-Oct-18,Soal Tes CPNS 2018 Telah Bocor,"Ternyata Soal TIU CPNS 2018 Telah Bocor, Ayo Pelajari – Ternyata Soal TIU CPNS 2018 Telah Bocor, Ayo Pelajari. Ternyata Soal TIU CPNS 2018 Telah Bocor, Ayo Pelajari. Ternyata Soal TIU CPNS 2018 Telah Bocor, Ayo Pelajari. Ternyata Soal TIU CPNS 2018 Telah Bocor, Ayo Pelajari. Ternyata Soal TIU CPNS 2018 Telah Bocor, Ayo Pelajari Lolos CPNS 2018: Contoh Soal CPNS 2018 Dan Pembahasannya…",1
3503,30-Sep-18,Wali Kota Palu Meninggal Karena Tsunami,"Innalilahi wa innailaihi rojiun
 walikota palu meninggal dlm musibah tsunami di palu",1
3504,5-Sep-18,MINUMAN RED BULL MENGANDUNG SPERMA BANTENG,"Energy drinks such as Red Bull have long been dogged by rumors that they contain dangerous ingredients such as “artificially manufactured stimulants,” and in more recent years such rumors have taken a turn towards the bizarre with claims that various brands of energy drink include “bull semen” or “bull sperm.”",1
3505,24-Agu-18,Klarifikasi BMKG Terkait Foto Indonesia Very High Seismic Risk,"Bencana biasa saja bukan Nasional tapi minta bantu APBD seluruh Daerah Nasional, Ayo para Turis yang mau nonton wisata Gempa bisa datang ke NTB ( Kalau hutang sudah terlalu besar ketakutan rugi semakin besar )",0
3506,13-Agu-18,banser garis lurus dukung pa prabowo,sebut saja banser garis lurus dukung pa prabowo share tembus 7 jt,1
3507,8-Jun-18,Rektor IPB Bantah Sebut Ada Aliran Sesat di Kampusnya pada Tahun 2000-an,"Dalam berita tersebut, saya ditulis menyatakan bahwa ada aliran sesat pada tahun 2000-an. Padahal saya tidak pernah menyatakan ada aliran sesat,",0
3508,25-May-18,Nomor IMEI di Ponsel Bisa Disadap Polisi,"Ketik aja *#06# di fitur Call. Kalau keluar 1 IMEI, aman. Kalau ada 2 deret imei atau lebih, itu disadap. Gitu aja repot.",1
3509,15-Apr-18,"Ditarget Rampung 2019, Jalan Trans Papua Dibangun Sejak Era Habibie","Siapa Pencipta Jalan Trans Papua? Ini Jawabannya
 
 Bersama: Eny Wijayanti
 
 *Maaf mungkin Banyak sekali Rakyat Indonesia yg belum Faham Cerita ini, # Maklum karena sangat Kuatnya pencitraan terhadap penguasa selama 4 Tahun terakhir ini.
 Baiklah Kita URAI saja Ceritanya Biar Rakyat tidak dapat Info Hoax yang berkelanjutan. …",0
3510,7-Apr-18,Demonstrasi Anti Jilbab di Hindia,"demonstrasi anti jilbab di hindia.
 para demonstran hindu mrlakukan pembakaran jilbab..krn mereka protes pada muslimah..tapi Allah bayar tunai atas perbuatannya..saat dilakukan pembakaran salah satu demonstran pala terbakar..ALLAHU AKBAR..",1
3511,3-Jan-18,"Viral Kabar Ahok Tebus Ijazah Siswi, Ini Hasil Investigasi Disdik",Disdik Jatim menelusuri kabar viral tentang siswi SMA di Lamongan meminta tolong kepada Basuki Tjahaja Purnama (Ahok) untuk menebus ijazahnya,1
3512,16-Dec-17,Tilapia Mutant Fish | Nila Ikan Mutan,"Stop eating this mutant”
“stop eating this Fake ass fish..
———-
",1
3513,6-Dec-17,Video Duel 10 vs 10 Pendukung Persija dan Persib di Cileungsi,Video Duel 10 vs 10 Pendukung Persija dan Persib di Cileungsi,1
3514,5-Dec-17,Akun Twitter Kementerian Luar Negeri RI Unggah Video Porno,“Akun twitter Kemlu RI posting film porno.. kok iso yak? ???..”.,1
3515,24-Oct-17,Jokowi Pernah Bilang Kangen Didemo dan Janji Sediakan Makanan,Jokowi Pernah Bilang Kangen Didemo dan Janji Sediakan Makanan,1
3516,16-Oct-17,Makam Berdarah,"Sejak Minggu 8 Oktober 2017 lalu, masyarakat Kota Balikpapan dibuat heboh adanya makam yang mengeluarkan darah atau disebut makam berdarah. Yaitu sebuah makam seorang perempuan yang mengeluarkan cairan seperti darah. Kabar tersebut pun menjadi tersebar dan viral di masyarakat.",1
3517,6-Oct-17,Masjid Pohon Pertama di Dunia,Inilah masjid pohon pertama didunia.. Semoga yg like & komen aamiin besok pagi rezekinya berlimpah aamiin..,1
3518,24-Sep-17,WhatSapp Dikenakan Biaya Pasca Diakuisisi Facebook,"Mulai Hari Senin besok WhatSapp akan dikenakan bayaran (biaya) karena sekarang whatsapp sdh diakuisisi oleh Facebook. Jadi kalau anda punya kontak sekurangnya 10 org, maka kirimilah mereka pesan ini. Dengan begitu kita akan melihat bahwa anda adalah pengguna yang sangat membutuhkan whatsapp ini, dan kemudian logo anda akan menjadi biru (￼?) dan akan tetap gratis. (Seperti berita yang dimuat dalam koran hari ini). Whatsapp akan dikenakan biaya sebesar 0.01€ per pesan (message). Kirimlah pesan ini ke 10 org. Apabila anda mengirim pesan tsb maka warna logo anda akan menjadi biru, kalau tdk setiap penggunaan whatsapp akan dikenakan biaya. Akuisisi Facebook Terhadapiji WhatsApp Rampung | bisnis | tempo.co – https://m.tempo.co/…/akuisisi-facebook-terhadap-whatsapp-ra…",1
3519,13-Jul-17,Proyek Tol Semarang-Batang Robohkan 164 Masjid,Proyek Tol Semarang-Batang Robohkan 164 Masjid,0
3520,28-Jun-17,"Fluoride Sangat Berbahaya, Bisa Menyebabkan Kanker","Fluoride sangat berbahaya, “bisa menyebabkan kanker tulang, oestoporosis, masalah persendian, turunnya kadar testoteron dan estrogen, dan sanggup mengkorosi lapisan enamel gigi. Bahkan dikatakan jika fluoride lebih merusak gigi ketimbang garam” – “apa bahan utama pembuat racun tikus? Yakni Sodium Fluoride. Ini adalah zat kimia ionik yang paling beracun setelah Potasium Dikromat”",1
3521,20-Apr-17,"Temuan Kecurangan Penghitungan Suara di TPS 31 Menteng, Suara Anies-Sandi Melonjak 1000%","Wow, kami baru menemukan ada kecurangan dalam penghitungan suara, dari data yang kami himpun, kami menemukan bahwa KPPS melakukan kecurangan dalam menghitung suara. Terbukti dari hasil rekapitulasi suara Ahok-Djarot mendapatkan suara 268 dan Anies-Sandi mendapatkan 88 suara.",1
3522,7-Jan-17,China Ciptakan Sayuran Kol Sintetis,China Ciptakan Sayuran Kol Sintetis,1
3523,15-Dec-16,Foto Presiden dan Wakil Presiden Berlatar Bendera Merah,"Warna Bendera RI cuma MERAH ?
 Tolong bantu dicek lagi teman !
 Bila ditempat kerja, atau di ruang kelas anda masih terpasang foto presiden dan wapres yang latar belakangnya cuma berwarna merah. Supaya DICOPOT dan diganti dengan foto yang benar. Yaitu foto presiden dan wapres dengan latar belskang bendera MERAH PUTIH.
 Ingat, negara kita masih INDONESIA",0
3524,4-Apr-16,"Running text di Manggarai gunakan aksara China, bukti Indonesia dikuasai mereka",Sebuah foto yang menggambarkan situasi distasiun dan terdapat sebuah papan running text berbahasa China.,1
3525,23-Jan-16,Lawan Pelaku Teror Thamrin AKBP Untung Gunakan Pistol Buatan Tahun 1911,Lawan Pelaku Teror Thamrin AKBP Untung Gunakan Pistol Buatan Tahun 1911,0
3526,24-Oct-15,Pria Bojonegoro meninggal karena mendengar musik dari HP nya sambil tidur & korslet.,"Seorang pria di Bojonegoro meninggal akibat menggunakan Hp.
 
 Dia mendengar musik pakai Handset, saat Hpnya di Charge dan ketiduran.",1
3527,12-Aug-20,Pemberitahuan Pemadaman Listrik Wilayah Kabupaten Brebes,Pemberitahuan Pemadaman Listrik Wilayah Kabupaten Brebes,1
3528,23-Jul-20,Twit Felix Siauw: membela kelepon nggak ada dalilnya,"membela kelepon nggak ada dalilnya , nggak ada panduannya | membela kurma , jelas pahalanya , jelas pahalanya . jelas contoh tauladannya",1
3529,19-Jul-20,Foto Ini penampakan beberapa ORANG CHINA berseragam BRIMOB/POLISI,Ini penampakan beberapa ORANG CHINA berseragam BRIMOB/POLISI,1
3530,8-Jul-20,Gambar Pilih Golkar,Pilih Golkar Asuu Jangan PDI Pelerr,1
3531,12-Jun-20,"Artikel Terungkap, Cium Istri Tetangga Ternyata dapat Membawa Kebahagiaan-Ini Penjelasanya!","Terungkap, Cium Istri Tetangga Ternyata dapat Membawa Kebahagiaan-Ini Penjelasanya!",1
3532,14-May-20,200 Orang di Pasar Karombasan Reaktif Rapid Test,"Untuk semua.. Mohon jangan dulu ke pasar karombasan mulai sekarang.. Hasil tes kemarin reaktif ada sekitar 200san..Area masuk zona merah dari pasar karombasan sampai seputaran golden, samping RS Siloam Bagikan pada rekan kalian",1
3533,27-Apr-20,The pray for italy Video,pray for italy #nepal #stayhome #corona,1
3534,9-Apr-20,Videos of Italian suicide who lost entire family to Corona,The person committed suicide in the following video-clip belonged to Italy whose entire family members were dead caused corona virus and he also spread his whole wealth in the streets before suicide as the money couldn’t save the lives of his family,1
3535,3-Apr-20,Pengumuman Dia Masih Punya Stok Malu,Pengumuman Dia Masih Punya Stok Malu,1
3536,18-Mar-20,Video Gara2 corona ada orang jatuh dari motor cuma di liatin,Gara2 corona ada orang jatuh dari motor cuma di liatin… Kameramen pekok,1
3537,14-Feb-20,"ALHAMDULILLAH.Akhirnya Aktor Laga JACKIE CHAN, Sudah Resmi Memeluk Agama ISLAM","ALHAMDULILLAH.Akhirnya Aktor Laga Yang Terkenal JACKIE CHAN, Sudah Resmi Memeluk Agama ISLAM",1
3538,12-Feb-20,Thailand Berhasil Sembuhkan Pasien Virus Corona dengan Ganja,"Thailand Berhasil Sembuhkan Pasien Virus Corona dengan Ganja”. Artikel ini dimuat di situs jurnas[dot]com pada Senin, 03 Februari 2020.",1
3539,31-Dec-19,Video Terjadi Tsunami Malam Tahun Baru 31 Desember 2019 Seluruh Indonesia,Semogaa Tuhan lindungi ktong samuaa,1
3540,21-Jul-19,Dampak Mekanisme Pertahanan Kaki Seribu,"Sekedar berbagi cerita…
Jangan dianggap sepele…supaya kita lebih hati-hati",1
3541,20-Apr-19,Jokowi Diruqiyah dan Tambah Ilmu Ghaib untuk Menangi Pilpres 2019,". Info A1, 2 hari lalu Jokowi sedang di rukiah + menambah power kekuatan ilmu goib, semenjak januari 2019 JKW sering mengalami kesurupan, teriak-teriak, bahkan ngomong sendirian.",1
3542,22-Mar-19,Jokowi sdh berkunjung ke Christchurch,"Diam2..Tanpa banyak omong, Presiden RI Jokowi sdh berkunjung ke Christchurch – New Zealand..keren abis",1
3543,29-Dec-18,Pramuka Dajjal,"Ap maksudnya coba?

Ini disuruh dipasang/dijahit dibju Pramuka anak kls.6 SD yg akan ikut kegiatan Persami Pramuka. Baru saja dibagikan akhir tahun ini.",1
3544,13-Dec-18,"Puan: Jika Negara Ingin Maju Dan Berkembang, Pendidikan Agama Islam Harus Di Hapus!!","Heran orang satu ni..

Dibelahan dunia sana..

Eropa dan negara” barat yang warganya mayoritas non muslim berbondong bondong masuk islam..

Ee malah dia mau mnjauhkan orang islam dari islam..

Wahh…

Ni orang perlu diwaspadai..",1
3545,8-Dec-18,"Hayo Nusron Kamu Bisa, Bawa Pasukan Banser","Hayo Nusron Kamu Bisa, Bawa Pasukan Banser",1
3546,02-Okt-18,Pihak Kepolisian Bantah Infromasi Modus Hipnotis Dua Orang Pria Berbaju Pancasila Untuk Bencana Gempa Palu,"“Diberitahukan kalau ada yg kerumah.. pakai baju lambang pancasila laki-laki 2 orang dengan mengatas namakan bantuan /peduli palu atau yg lainnya jangan bukain pintu. di bungur Rantau ada yg dihipnotis.. lgi keliling sekarang. ( Info dari group kelurahan, mohon bisa di teruskan ke warganya agar bisa diantisipasi bersama2 ). #bantu share”",0
3547,27-Sep-18,Klarifikasi terkait Unggahan Akun Facebook Bernama Monik Tentang Diskriminasi Siswa Kristen di SMPN 13 Pontianak,"*TOLONG VIRAL KAN*
 *Kepala sekolah SMPN 13 Pontianak*
 apa pantas seorang Kepala sekolah berbicara/mengeluarkan kata” seperti itu kepada murid nya…?",0
